,id sender,id receiver,name sender,name receiver,emt message,emt value,trxn_id,emt message emb,animalsim
54742,CUST46368487,CUST47821054,LAETITIA DESJARDINS,MICHELLE WALLACE,Pet food,27,AVCJ66647696,,0.5754621624946594
60934,CUST17571550,EXTERNAL802973,SARA MANN,CYNTHIA MCPHERSON,Pet food,24,XFUR46665871,,0.5754621624946594
61273,CUST83966896,CUST60040195,MARFA EGOROVNA SUBBOTINA,NANCY POLLARD,Pet food,26,DKAW19994872,,0.5754621624946594
434821,CUST94922317,CUST74413497,JORDAN MCDONALD,MARISSA JACKSON,Pet food,31,OVZV95419789,,0.5754621624946594
239530,EXTERNAL287898,CUST62590903,CHRISTINA GONZALES,DANIEL RODRIGUEZ,Pet food,20,FPZT86409167,,0.5754621624946594
50833,CUST86329774,CUST93339405,DR.MATHIEU BEAUDOIN-BERGERON,FENG LI LI,Pet food,33,YTBI26605020,,0.5754621624946594
21656,CUST25722651,EXTERNAL494280,BRENDA COLE,LAVANYA LALL,Pet food,0,HPZO67381342,,0.5754621624946594
20682,EXTERNAL191536,CUST21829735,SUSAN MASON,MATHEW MORRISON,Pet food,32,TDAJ81306759,,0.5754621624946594
478007,CUST91737354,CUST86714023,MEGHAN CROSS,KELLY WARD,pet food,19,PMGK51635525,,0.5754621624946594
16016,CUST57338531,CUST87432540,DR.KEITH DIXON,JOSEPH FERGUSON,Pet food,60,IKTZ28723845,,0.5754621624946594
479678,CUST72104080,CUST74960049,ERIC DELEON,MICHAEL MORTON,Pet food,40.5,RMJD59351399,,0.5754621624946594
11100,CUST78341019,CUST37158216,ANTHONY CARTER,WILLIAM LEWIS,Pet food,37,WMWG94764069,,0.5754621624946594
10832,CUST36797068,CUST85772340,HEATHER FISHER,DAVID JOHNSON,Pet food,24,AKXI40356954,,0.5754621624946594
8294,EXTERNAL748517,CUST17852576,DONNA CHERRY,KAREN WALKER,Pet food,21,SKPA25649227,,0.5754621624946594
486301,EXTERNAL240397,CUST41527291,MATHIEU DEMERS,MELISSA SMITH,Pet food,23,TVSL43048928,,0.5754621624946594
486351,CUST40756078,CUST96761675,RENÉ BOUCHARD,STEPHANIE SMITH,Pet food,30,PZFS23453929,,0.5754621624946594
486775,EXTERNAL621872,CUST73685419,AYESHA BORDE,VICTOR CHAVEZ,Pet food,29,CRNL62736082,,0.5754621624946594
486949,CUST57007492,CUST51226273,TINA GREEN,MARK THOMPSON,Pet food,35,ASTT13174149,,0.5754621624946594
7836,EXTERNAL129258,CUST38405524,KATHLEEN THOMAS,BOBBY RODRIGUEZ,Pet food,16,ZLYE82073875,,0.5754621624946594
492942,CUST12611222,CUST15450471,CHRISTOPHER KNAPP,EDWARD BANKS,Pet food,21,IVTH57663240,,0.5754621624946594
3116,EXTERNAL171358,CUST87672285,CHRISTOPHER MACK,LAGAN SANDAL,pet food,25.5,CAPG63453760,,0.5754621624946594
494526,CUST27382975,EXTERNAL456122,ÉTIENNE PARENT,WILLIAM MEZA,Pet food,20,ULXQ54907755,,0.5754621624946594
499765,CUST97630050,EXTERNAL707766,WENDY COLLINS,LAUREN WILSON,Pet food,12,WQFE39458645,,0.5754621624946594
1719,CUST80449378,CUST50794476,VIKTORIJA EDUARDOVNA NESTEROVA,YE CHENG,Pet food,49,TYAJ15076218,,0.5754621624946594
500918,EXTERNAL361370,CUST62554577,COURTNEY FRANCO,LEAH HARRIS,Pet food,29.5,VBHN82483031,,0.5754621624946594
501017,EXTERNAL771391,CUST93428088,TONYA HARRIS,MATTHEW HAYES,Pet food,28,YIPB63488091,,0.5754621624946594
501223,CUST76601049,CUST73033847,TINA RUSSO PHD,JI LONG,pet food,25,GRYP25097063,,0.5754621624946594
21882,EXTERNAL525764,CUST32959257,SHANE SHELTON,DR. DARRELL SMITH,pet food,25,RGAI82427032,,0.5754621624946594
471263,CUST97053339,CUST65517674,PAULETTE-BRIGITTE BILODEAU,NICHOLAS SCOTT,Pet food,32.5,FMXG66582710,,0.5754621624946594
25286,EXTERNAL806859,CUST19729847,JENNIFER MARTIN,ARHIP EFSTAF'EVICH GORBACHEV,Pet food,40,OFBN47221458,,0.5754621624946594
464779,CUST75987051,EXTERNAL236137,NATASHA HART,DR.JUAN BROWN,Pet food,40,CJOL63708735,,0.5754621624946594
48580,CUST42311630,CUST74441522,JEAN MATHIEU,BROOKE HERNANDEZ,Pet food,102,ADQK60831743,,0.5754621624946594
45567,CUST26272807,CUST34337356,NATHAN GOMEZ,ANDREW LOVE,Pet food,50,BDNP59684496,,0.5754621624946594
444303,CUST21648626,CUST57944232,TERESA GONZALES,JASON SAVAGE,Pet food,40,AWOB36431118,,0.5754621624946594
42571,CUST23195388,CUST54792984,DAVID FARRELL DDS,KELLY BYRD,Pet food,33,IWFB20663974,,0.5754621624946594
41677,CUST48941077,EXTERNAL889362,DARSHIT ATWAL,DR.EMMANUEL-XAVIER LACASSE,Pet food,22,PACZ58161408,,0.5754621624946594
448124,EXTERNAL749337,CUST83544740,AMANI DHINGRA,THOMAS BENTON,Pet food,22.5,ZQYL95428439,,0.5754621624946594
450914,CUST46969551,EXTERNAL617083,DANIEL JACOBS,KRISH RAMESH,Pet food,21.5,ITWE41473721,,0.5754621624946594
453148,CUST80593894,EXTERNAL185823,GABRIELLE VARGAS,LAPIN DOBROSLAV DANIILOVICH,pet food,34,QREJ10833345,,0.5754621624946594
37329,EXTERNAL360813,CUST79385141,JULIE-BÉATRICE PARENT,WALTER CHAVEZ,Pet food,28,SDLX43898422,,0.5754621624946594
36771,CUST73704199,EXTERNAL796739,SHEILA KING,RASHA MANNE,Pet food,25.5,MAGP16883519,,0.5754621624946594
438554,CUST94027046,CUST24055200,CRAIG KERR,DR.ANGELA BLAKE,Pet food,30,JDGD65137007,,0.5754621624946594
36168,EXTERNAL763970,CUST60073824,ADAM GOLDEN,ANGEL BROWN,Pet food,42,CQCJ93643714,,0.5754621624946594
456728,CUST79272166,CUST69898561,DR.LI YANG,AUSTIN COOK,Pet food,20,LWPQ14694671,,0.5754621624946594
457900,EXTERNAL103944,CUST46385905,APRIL MULLEN,MICHELLE GAY,Pet food,27.5,ZOZZ35810129,,0.5754621624946594
458708,EXTERNAL932300,CUST26372121,MAUDE-AURORE RAYMOND,SARAH HODGES PHD,Pet food,22,IXDH88002264,,0.5754621624946594
33519,CUST45040932,EXTERNAL160671,MRS. REGINA HAYDEN MD,PAUL DUGUAY,Pet food,28,ILUU16357045,,0.5754621624946594
459466,CUST40199820,CUST97232254,TIMOTHY PERRY,TYLER QUINN,Pet food,25,BOJJ40003552,,0.5754621624946594
459520,CUST75901078,CUST64810759,PRISCILLA JOHNSON,VINCENT DUGUAY,pet food,18,DEHZ92551552,,0.5754621624946594
32441,EXTERNAL986037,CUST71505408,ANDREW LARSON,TIMOFEJ ELISEEVICH ROZHKOV,Pet food,31.5,BNHA48433275,,0.5754621624946594
30110,CUST53563906,CUST62522960,MICHAEL MORRIS,DR. GLORIA WILKINSON,Pet food,48,XNXD64490047,,0.5754621624946594
463335,EXTERNAL561096,CUST16444094,DENIS CHOUINARD-PILON,FRANÇOISE BÉLISLE-VILLENEUVE,pet food,29,IFPR51866611,,0.5754621624946594
26180,CUST20399893,CUST20910223,DEBORAH JOHNSON,PAN TING,Pet food,44,GWMR73797847,,0.5754621624946594
456041,EXTERNAL877873,CUST41540842,DENISE LAVOIE,HANNAH JOHNSON,Pet food,33,HXDV24587745,,0.5754621624946594
462494,EXTERNAL377590,CUST28273208,DONALD STRICKLAND,WANG XIN,Pet food,31,WGIG49536356,,0.5754621624946594
101136,CUST23234354,EXTERNAL285326,HEATHER CARR,RAFAÉL OSWALDO MARÍN,Pet food,28.5,LZYU10519546,,0.5754621624946594
63324,EXTERNAL962085,CUST77125029,FELICIA CONLEY,DAVID OROZCO,Pet food,29,GXBP26063530,,0.5754621624946594
150770,EXTERNAL278700,CUST67993944,SHANE PARRISH,CATHERINE POWERS,Pet food,37.5,JEGY77997344,,0.5754621624946594
153336,EXTERNAL713369,CUST95149781,LAURA CERVANTES,DR.MARGARET MEJIA,Pet food,0,ADCX21410058,,0.5754621624946594
313522,EXTERNAL819853,CUST48683398,MICHELLE PRICE,SHAAN CHANDRA,Pet food,43,ETVP18241041,,0.5754621624946594
311930,CUST12560386,CUST87122791,MRS. PATRICIA RAMIREZ,DIANE THOMAS,Pet food,26,NPEG47277814,,0.5754621624946594
156097,CUST88633450,CUST76167052,KONG YANG,DEBRA JEFFERSON,Pet food,12.5,FLBG56789949,,0.5754621624946594
157561,CUST87982297,CUST15337840,LINDSEY JOHNSON,JENNIFER BOONE,Pet food,15.5,OSJP18550507,,0.5754621624946594
315346,CUST59167542,EXTERNAL140224,JENNIFER TAYLOR,JEANNE PROVENCHER,Pet food,30.5,DKGU14244504,,0.5754621624946594
157768,CUST18073831,EXTERNAL166091,ROBERT JOHNSON,CHRISTELLE GIGUÈRE,Pet food,25,SBQT98242932,,0.5754621624946594
164614,EXTERNAL861043,CUST68632237,GÉRARD-HUGUES NGUYEN,MONIQUE TURGEON,Pet food,16.5,MYKN43592685,,0.5754621624946594
305160,CUST94990740,CUST65522243,LAUREN BENSON,MARK SMITH,Pet food,33.5,WOMB52174041,,0.5754621624946594
305042,CUST96884466,EXTERNAL445908,MIRANDA RODRIGUEZ,SAMUEL VALDEZ,Pet food,28,FHEW33372646,,0.5754621624946594
300452,CUST81021798,EXTERNAL436075,AMANDA CHAVEZ,JOSHUA CLARK,Pet food,34,AXRU73624370,,0.5754621624946594
299394,CUST86306144,EXTERNAL916237,DR.THOMAS CASTRO,BRIANA LIU,Pet food,32,XCKY72574295,,0.5754621624946594
297015,CUST58908042,CUST15160959,SR(A). ABRIL VEGA,CHRISTINE CLARK,Pet food,30,SOGR50711168,,0.5754621624946594
162364,CUST67019519,CUST65420350,MONICA WILLIAMSON,HEIDI CHAVEZ,pet food,38,KGKP74051162,,0.5754621624946594
296881,CUST83595831,CUST87960897,CODY FLYNN,MELINDA ALVAREZ,pet food,20,BEEN55815589,,0.5754621624946594
150109,EXTERNAL812342,CUST52383267,IVANA UPADHYAY,CHEYENNE MOSLEY,Pet food,26.5,ROQD85580793,,0.5754621624946594
145956,CUST35765981,CUST93109248,MARCUS SHAW,HOLLY MASON,Pet food,45,YVUR41672201,,0.5754621624946594
341827,CUST14971319,CUST18319286,NOAH REYNOLDS,DR.PAULINE-PATRICIA MORIN,Pet food,29,NNEO66508124,,0.5754621624946594
61370,CUST79253209,CUST73107423,STEVEN HOUSTON,DR.TONY FOWLER,Pet food,33,RZMB15972892,,0.5754621624946594
339359,EXTERNAL937775,CUST77524475,PAUL MEYER,GEORGE JONES,Pet food,16,LCHJ92529815,,0.5754621624946594
338791,CUST95354289,CUST12087459,DR.TRAVIS COX,YOLANDA TERRY,pet food,36,IDVI94715571,,0.5754621624946594
141349,EXTERNAL204655,CUST50912496,MICHAEL BROWN,RICHARD SCHMIDT,Pet food,26.5,NFBY32520520,,0.5754621624946594
141564,CUST44394875,EXTERNAL322641,PEGGY FIELDS,NORMAN TUCKER,Pet food,30,PCQX78105938,,0.5754621624946594
316256,CUST72886799,CUST46315881,ALICE SMITH,JULES MATHIEU,Pet food,25,DYZI54996619,,0.5754621624946594
336064,EXTERNAL567450,CUST67479351,CYNTHIA BUTLER,MARCUS WILLIAMS,Pet food,30,VKWN73532406,,0.5754621624946594
142365,EXTERNAL377767,CUST80561464,DORIS DAVIDSON,NICOLE VALDEZ,Pet food,36,BCSJ53997021,,0.5754621624946594
143229,CUST98065692,EXTERNAL409624,JULIEN MORISSETTE,RENEE HUDSON,Pet food,34,MLKA46765124,,0.5754621624946594
329836,CUST49652862,EXTERNAL113629,CASEY MORRIS,JULES HARVEY,Pet food,30,PRMZ44231430,,0.5754621624946594
329493,EXTERNAL549875,CUST12120447,ADAM MARTINEZ,MICHELE MORRIS,Pet food,30,MORO68714044,,0.5754621624946594
326168,CUST89980402,CUST76166946,JEREMIAH SMITH,SETH BARRERA,pet food,0,KXLP56130608,,0.5754621624946594
144453,CUST86851916,EXTERNAL736793,JOHN COLLINS,CHRISTY HAYES,Pet food,14,NRMV20942575,,0.5754621624946594
335205,CUST60659705,CUST86605188,MASON GONZALEZ,SHALV BASU,Pet food,21.5,XLMR89203661,,0.5754621624946594
295479,CUST93161701,CUST98692851,MARIANNE LAPIERRE,DR.COURTNEY MEDINA,Pet food,39,HGEY89954502,,0.5754621624946594
295438,CUST20784996,EXTERNAL787286,LINDSEY POTTER,CHRISTINE PENA,pet food,22.5,YCWD89911851,,0.5754621624946594
174826,CUST48057864,EXTERNAL959732,DR.THÉRÈSE ST-JEAN-DUGUAY,MARY GRAY,Pet food,29.5,ABUY49980011,,0.5754621624946594
263690,EXTERNAL523765,CUST31082650,CHARLES GRENIER,ZACHARY GARCIA,Pet food,31,GDFT94919921,,0.5754621624946594
215554,CUST35903938,EXTERNAL139835,SUHANA GILL,SANDRA CLEMENTS,pet food,20,CJBP32982204,,0.5754621624946594
216712,CUST98103443,CUST71519458,TIFFANY WALKER,VICTORIA GENTRY,Pet food,12,RABH58107598,,0.5754621624946594
217632,EXTERNAL317484,CUST90277334,STEVEN GOODMAN,JENNA HALL,Pet food,26,TMMW13017632,,0.5754621624946594
224467,EXTERNAL367542,CUST14384086,BRETT HENSLEY,JENNIFER PEREZ,Pet food,25,ILGV48839547,,0.5754621624946594
226687,CUST88912181,CUST46208838,WANG JIAN,MICHEL TURGEON,Pet food,28,PEUW36763102,,0.5754621624946594
211636,CUST98928930,CUST77752666,ERIC LLOYD,MICHAEL JOHNSON,Pet food,24.5,YKVC20632349,,0.5754621624946594
248677,EXTERNAL778606,CUST53997510,RAGHAV RAJAN,ARADHYA KAPOOR,pet food,18,PYAU61545476,,0.5754621624946594
230620,CUST59684671,CUST51830561,TEJAS KUNDA,DR.ADRIANA VAZQUEZ,Pet food,29,QMXM43439907,,0.5754621624946594
231476,CUST34282184,CUST26624613,LAURENCE-LAURENCE RICHER,MADELINE RODRIGUEZ,Pet food,28,UJLE60419504,,0.5754621624946594
244255,EXTERNAL776074,CUST96665802,JOEL BAUER,GENEVIÈVE-MARIANNE DION,Pet food,10,RHRL30494654,,0.5754621624946594
231850,CUST82737345,EXTERNAL232399,NICHOLAS DAVIS,DR.ÉLISE DELISLE,Pet food,30,PKIN77285418,,0.5754621624946594
241682,CUST91836278,EXTERNAL481191,AARON BENNETT,LINDSAY BROWN,Pet food,22,ETBB21680699,,0.5754621624946594
239046,EXTERNAL140420,CUST84656702,FRANÇOIS LAROCQUE-VAILLANCOURT,AURÉLIE GUILLEMETTE-AUDET,pet food,23,QBKF52925347,,0.5754621624946594
248570,EXTERNAL285480,CUST64344189,MARK YOUNG,ASHLEY NICHOLS,Pet food,33,WVXC82575794,,0.5754621624946594
209544,CUST31545608,CUST25722651,CODY STANLEY,BRENDA COLE,pet food,19,GYTH69082183,,0.5754621624946594
209153,CUST25658588,EXTERNAL312562,LAURIE HÉBERT,ANTHONY WILKINS,Pet food,20,GYAU54944892,,0.5754621624946594
208691,CUST88216912,EXTERNAL709048,ZACHARY NICHOLS,MATHIEU LACHAPELLE,Pet food,38,ACNP72662048,,0.5754621624946594
285704,CUST39734875,EXTERNAL967758,VICTOR BUSH,ISHAAN JOSHI,Pet food,26,GHYO22863118,,0.5754621624946594
283334,CUST74638946,CUST26950684,PATRICK LABELLE,EMMANUEL AUGER,Pet food,48,HYIT14953288,,0.5754621624946594
188302,CUST62796774,CUST26081676,GONG HUI,JÉRÔME DURAND,Pet food,32.5,EAML26389761,,0.5754621624946594
282154,CUST33489412,CUST97210042,BRENT HUDSON,TERRY BROWN,Pet food,36,QUHY82881732,,0.5754621624946594
279785,CUST20900695,CUST55571224,CAROL JONES,LI FAN,Pet food,21,PJGQ55447681,,0.5754621624946594
191647,EXTERNAL831794,CUST70790151,VINCENT VILLENEUVE,VANESSA BURCH,Pet food,30,SMXH26053291,,0.5754621624946594
279279,EXTERNAL586696,CUST72383922,MICHAEL SMITH,PRANAY BHATTI,Pet food,26,PBJJ44797084,,0.5754621624946594
192996,EXTERNAL996467,CUST91540726,THOMAS BROWN,VICTORIA THOMAS,Pet food,19.5,FYVF75943011,,0.5754621624946594
193463,EXTERNAL611810,CUST11492392,LI TING,CHRISTOPHER BARNES,Pet food,47,BTQV73019822,,0.5754621624946594
195332,CUST84219832,CUST94838913,DHANUK SEHGAL,ROBERT BAKER,Pet food,20.5,STDY19043442,,0.5754621624946594
197692,CUST27083542,EXTERNAL954385,MICHELLE ROSALES,MELANIE JOHNS,pet food,25,VPCQ60513259,,0.5754621624946594
274395,EXTERNAL917633,CUST91724137,ERIC NELLY GARIBAY,DAWN BROOKS,pet food,37.5,CLUC43928742,,0.5754621624946594
274361,CUST11519594,EXTERNAL708822,CARL BURGESS,RHONDA OLIVER,Pet food,27,GIRO14624947,,0.5754621624946594
200857,EXTERNAL418480,CUST41658513,DR.ZHU LI LI,LARRY HATFIELD,Pet food,11.5,VSMX39937602,,0.5754621624946594
206988,EXTERNAL350318,CUST48078666,JENNIFER GIBSON,DR.SAMANTHA SAMPSON,Pet food,33.5,BIHO69418055,,0.5754621624946594
138273,CUST89782694,EXTERNAL512102,SR(A). MAURO SARABIA,BRITTANY HALL,Pet food,34.5,VLQD91586869,,0.5754621624946594
136020,CUST58695450,CUST17508507,JASON POTTER,JESSICA HARRELL,Pet food,23,QRQH67022282,,0.5754621624946594
339536,CUST67882219,EXTERNAL714488,ABRAM DUGAL,DONALD LEE,Pet food,35,KVKD81668562,,0.5754621624946594
390210,EXTERNAL910619,CUST85054709,DEAN WELLS,KAYLA MACK,Pet food,26,YKTQ97202075,,0.5754621624946594
85318,CUST43423840,CUST22245156,LAURENCE ROBITAILLE,PHILIPPE LEMIEUX,Pet food,28,POKX41771432,,0.5754621624946594
87038,EXTERNAL549504,CUST77790733,BARBARA HUDSON,SHAWN HUBBARD,pet food,24,CCYE89282019,,0.5754621624946594
88195,EXTERNAL463839,CUST35317082,JOHN COLLIER,ANTHONY DAVIDSON,Pet food,18.5,NKMB49490289,,0.5754621624946594
396034,CUST75771539,EXTERNAL837249,JUANA MESA,BERNARD LAMBERT,Pet food,33,GYSR48754176,,0.5754621624946594
396017,EXTERNAL854477,CUST53724771,JON CURRY,MISHTI SUBRAMANIAN,Pet food,22,WXKF41899331,,0.5754621624946594
88687,EXTERNAL449617,CUST56134047,SARA HERNANDEZ,JARED JOHNSON,pet food,30,MKIO51875213,,0.5754621624946594
397189,EXTERNAL459252,CUST11633301,DR.STÉPHANE PARADIS,CAMERON CALDERON,Pet food,37,UVBR72966371,,0.5754621624946594
88943,CUST81755074,CUST78995410,NICHOLE GONZALES,KARI SMITH,Pet food,30,JJTA87021251,,0.5754621624946594
394468,EXTERNAL362887,CUST48332557,ELIZABETH DUFFY,JACOB DIAZ,Pet food,20,SNZZ39269405,,0.5754621624946594
89447,EXTERNAL930466,CUST87939586,GEORGE ARIAS,JOSÉPHINE-HÉLÈNE PAQUETTE,Pet food,45,WFYK55863776,,0.5754621624946594
394251,CUST94793244,EXTERNAL463849,RACHAEL MARTIN,DR.JOSHUA WILSON,pet food,10,MJCX89650114,,0.5754621624946594
92632,EXTERNAL902641,CUST55486223,KASHVI SULE,NICOLE RHODES,Pet food,20,SIJQ38962709,,0.5754621624946594
135190,CUST88311106,CUST55031203,GEORGE MADDEN,JACOB SUTTON,Pet food,35,LPFS88745158,,0.5754621624946594
388603,EXTERNAL784847,CUST13832170,ANNE GARCIA,CARLA POWELL,Pet food,40,BMZQ20518470,,0.5754621624946594
395140,CUST40968404,EXTERNAL432317,DR.KEITH FRY,DR.ASHLEY RIGGS,Pet food,28,BBWZ44474665,,0.5754621624946594
84913,EXTERNAL531680,CUST69681837,FRÉDÉRIQUE MARCOTTE,TONYA INGRAM,Pet food,31,JGQS41553042,,0.5754621624946594
84060,EXTERNAL780291,CUST16668113,BRIANNA ROSS,RUSAKOV FLORENTIN DOROFEEVICH,Pet food,40,VXCW41758302,,0.5754621624946594
80028,CUST27290475,CUST10442186,ASUNCIÓN ESPINOZA VILLAGÓMEZ,JEANNE TARDIF,Pet food,16,WPKM66965711,,0.5754621624946594
63633,EXTERNAL931828,CUST30827512,THOMAS PATRICK,BRYAN NIELSEN,pet food,40.5,CGYK52139630,,0.5754621624946594
63702,CUST69357361,CUST11842565,ANDREA BRADFORD,OLIVIER JEAN,Pet food,21,ZAFX82104455,,0.5754621624946594
422852,CUST83832801,EXTERNAL665991,ANTHONY LOWE,ALEXANDRE BERGERON,Pet food,20.5,VTGC59405489,,0.5754621624946594
65556,CUST77048414,CUST81253145,LAN HUI,IND.CHRISTOPHER RAMOS,Pet food,43,USZQ44184954,,0.5754621624946594
66031,EXTERNAL267065,CUST99787223,JOSHUA STEPHENS,AMÉLIE ARCHAMBAULT-BEAUDOIN,pet food,44.5,EGKU11656148,,0.5754621624946594
419542,EXTERNAL906561,CUST57390831,APRIL JOHNSON,RYAN WALLACE,Pet food,15,YXRD13548649,,0.5754621624946594
69373,EXTERNAL500636,CUST31082852,BRANDON SIMMONS,SANA GADE,Pet food,33,NVSB21108043,,0.5754621624946594
416992,EXTERNAL244845,CUST77114773,AMANDA MCPHERSON,ANYA THAKUR,Pet food,30,OXNN56510244,,0.5754621624946594
414759,CUST22526569,EXTERNAL317521,SÉBASTIEN DESJARDINS,KRISTIN CHAPMAN,Pet food,20,YORL90700128,,0.5754621624946594
412652,CUST78919880,EXTERNAL245546,STACY MURPHY,ALEXIS JONES DVM,pet food,38,DSCA20345743,,0.5754621624946594
411152,CUST69947816,EXTERNAL606650,MELANIE MCFARLAND,DR.JACOB DAVIS,Pet food,32,UHBL26159585,,0.5754621624946594
76185,CUST77091456,EXTERNAL567287,DR.GEORGES SMITH,LI TING,Pet food,28,LPXJ99666294,,0.5754621624946594
76363,EXTERNAL979499,CUST75934642,ANDREA VELASQUEZ,ZHAO FENG YING,Pet food,27.5,YNAD73040163,,0.5754621624946594
76795,CUST51769303,CUST86067232,IND.HEATHER BURGESS,HE SHU LAN,Pet food,32.5,KQCF54801802,,0.5754621624946594
76913,CUST84845435,CUST33984539,ALEXANDRA FRY,AMANDA KAUFMAN,Pet food,30,FCVP67292217,,0.5754621624946594
93782,EXTERNAL336441,CUST60744238,AMBER ROBERTS,PHILIP MCDANIEL,pet food,28.5,FHKF19665654,,0.5754621624946594
386000,EXTERNAL927540,CUST90315292,IND.SARAH RODRIGUEZ,DARRELL JOHNSON,Pet food,44.5,OQQC57994784,,0.5754621624946594
506329,CUST39992692,CUST42735989,TARA NGUYEN,STEVEN SMITH,Pet food,32.5,NOQA11345310,,0.5754621624946594
383517,EXTERNAL990693,CUST98561643,DR.VINCENT STRONG,KENNETH BENNETT,Pet food,22,TRHF45788798,,0.5754621624946594
120919,CUST85687182,CUST62689408,NORMA WEST,CAROLYN RICHARDSON III,Pet food,35.5,YHZV17712502,,0.5754621624946594
355520,CUST77270709,CUST83134250,ZUO KAI,HELENA MAYTE CINTRÓN MORALES,Pet food,32,ZLGL86133082,,0.5754621624946594
116080,CUST88723460,CUST81090511,ELIZABETH BALDWIN,MICHELLE ALLEN,pet food,28,UITQ42950352,,0.5754621624946594
359430,EXTERNAL180363,CUST92002029,DR.VANESSA NOËL-LEDUC,OMAR BLACK,Pet food,20,BZXI81493887,,0.5754621624946594
114664,EXTERNAL199991,CUST29374932,WILLIAM FERGUSON,JORDAN JONES,Pet food,31.5,JLPB54848367,,0.5754621624946594
361483,CUST25970542,CUST96947665,JAMIE WRIGHT,THOMAS THOMPSON,Pet food,30,QHZJ48853765,,0.5754621624946594
365570,CUST88685503,EXTERNAL595761,JOHN REID,KRISTEN BARR,Pet food,33,NCDM67422010,,0.5754621624946594
112927,EXTERNAL997778,CUST75784978,DR.JON PEREZ,TONYA ELLIOTT,Pet food,28,CHCV22891160,,0.5754621624946594
365854,CUST76111941,EXTERNAL507613,TIMOTHY OLIVER,DR.FRÉDÉRIC CHABOT-DEMERS,Pet food,24,SBQA99783164,,0.5754621624946594
384103,EXTERNAL256492,CUST89485758,HANNAH HERRERA,MÉLANIE-MONIQUE CROTEAU,Pet food,24,LYEB21207468,,0.5754621624946594
368708,CUST58055866,CUST19664759,MEGAN THOMAS,BRIAN MONTGOMERY,pet food,15,VRLW47845474,,0.5754621624946594
110913,CUST20476236,EXTERNAL906389,GILBERT RILEY,TONYA SANTOS,Pet food,29.5,KVQH17532590,,0.5754621624946594
110911,CUST60382311,CUST83624970,CHRISTINA WHITAKER,ROBERT BAUER,Pet food,43,KDIH27147218,,0.5754621624946594
105728,CUST34418684,CUST29684345,DR.ING. CARIDAD ESCAMILLA,SARAH BENJAMIN,pet food,17,PJKI50421978,,0.5754621624946594
353564,CUST49427178,EXTERNAL919133,DAVID MCINTOSH,VERONICA RICH,Pet food,37.5,ZSOV18967175,,0.5754621624946594
372815,CUST57110951,CUST61730256,SYLVIE ARSENAULT,DR.JOSEPH QUINN,Pet food,25.5,WLNN76520981,,0.5754621624946594
377206,CUST86991821,EXTERNAL697425,DR.RYAN RICE,MELVIN HENRY,Pet food,31,IEFY91913622,,0.5754621624946594
101167,CUST36491273,CUST55531769,LOGAN BELL,AMANDA VILLAGÓMEZ,Pet food,12.5,CNPK68371064,,0.5754621624946594
239393,EXTERNAL902709,CUST25692685,MRS. ELIZABETH ORTEGA,JACOB ROBINSON,Pet food,30,EMYW57428956,,0.5754621624946594
122528,CUST70237877,CUST74801206,GREG RAMIREZ,ANN ANDERSON,Pet food,28,FHBU48907483,,0.5754621624946594
